No,Site_ID,Site,Lat,Long,Date,Time,Monitor_ID,Monitor,Participants,Weather,Land Use,Turbidity_NTU,WaterTemp_C,DissolvedOxygen_ppm,pH,AirTemp_C,Salinity_ppt,Nitrates_ppm,Litter_lbs,Most_Abundant_Litter,Most_Abundant_Species,Species_Found,Wind_Speed_mph,Wind_Direction
279,1,Coquina Bayside,27.448247,-82.68879,10/6/14,11:55:00 AM,118,Abel Elementary School,,CLEAR,PARK,,25.1,7.4,8,26.4,37.5,0,8,Cigarette Butts,,11,10,
280,1,Coquina Bayside,27.448247,-82.68879,10/6/14,12:30:00 PM,118,Abel Elementary School,,CLEAR,PARK,,25.3,8.5,7,27,37.3,0.25,4,Cigarette Butts,Gulf Shrimp,10,10,
281,1,Coquina Bayside,27.448247,-82.68879,10/7/14,11:50:00 AM,118,Abel Elementary School,,CLOUDY,PARK,,27.5,,7,28.7,37.3,,4.5,Cigarette Butts,Gulf Shrimp,6,10,
282,1,Coquina Bayside,27.448247,-82.68879,10/7/14,12:40:00 PM,118,Abel Elementary School,,CLOUDY,PARK,,27.7,,8,28.8,37.1,0.25,4,Cigarette Butts,Gulf Shrimp,10,10,
283,1,Coquina Bayside,27.448247,-82.68879,10/9/14,11:55:00 AM,118,Abel Elementary School,,CLEAR,PARK,,25.4,28.02,,28.1,,0,5.5,Cigarette Butts,Gulf Shrimp,14,,
284,1,Coquina Bayside,27.448247,-82.68879,10/9/14,12:30:00 PM,118,Abel Elementary School,,CLEAR,PARK,,25.4,28.02,7.98,28.1,,0,10,Cigarette Butts,Gulf Shrimp,15,7,
285,1,Coquina Bayside,27.448247,-82.68879,10/21/14,12:10:00 PM,108,Palmetto Elementary,,CLOUDY,PARK,,25.91,7.8,7.78,26.54,40,0,8,Cigarette Butts,Gulf Shrimp,16,7,
286,1,Coquina Bayside,27.448247,-82.68879,10/21/14,12:30:00 PM,108,Palmetto Elementary,,CLOUDY,PARK,,25.75,7.75,7.79,26.44,40,0.25,4.5,Cigarette Butts,Gulf Shrimp,15,7,
287,1,Coquina Bayside,27.448247,-82.68879,10/22/14,12:10:00 PM,108,Palmetto Elementary,,PARTLY CLOUDY,PARK,,25.19,7.85,7.77,26.48,33,0.25,3.5,Cigarette Butts,Gulf Shrimp,12,7,
288,1,Coquina Bayside,27.448247,-82.68879,10/22/14,12:35:00 PM,108,Palmetto Elementary,,PARTLY CLOUDY,PARK,,25.54,7.95,7.73,26.64,34,0.25,2,Cigarette Butts,Gulf Shrimp,9,7,
289,1,Coquina Bayside,27.448247,-82.68879,10/24/14,12:06:00 PM,109,Palm View Elementary,,CLEAR,PARK,,23.1,10.66,8.11,23.61,31,0.25,4,Cigarette Butts,,19,12,
290,1,Coquina Bayside,27.448247,-82.68879,10/24/14,12:20:00 PM,109,Palm View Elementary,,CLEAR,PARK,,22.6,11.2,8.1,23.56,31,0.25,2,Cigarette Butts,Gulf Shrimp,19,12,
291,1,Coquina Bayside,27.448247,-82.68879,10/27/14,12:28:00 PM,110,Prine Elementary,,CLEAR,PARK,,25.32,15.1,8.53,25.92,32,,3.5,Cigarette Butts,Gulf Shrimp,16,4,
292,1,Coquina Bayside,27.448247,-82.68879,10/27/14,12:50:00 PM,110,Prine Elementary,,CLEAR,PARK,,25.4,14.5,8.31,26.5,31,0.25,5,Cigarette Butts,,27,4,
293,1,Coquina Bayside,27.448247,-82.68879,10/28/14,12:25:00 PM,110,Prine Elementary,,CLEAR,PARK,,26.56,12.84,8.33,26.84,33,0.25,5.5,Cigarette Butts,Rope Tunicate,19,5,
294,1,Coquina Bayside,27.448247,-82.68879,10/28/14,12:20:00 PM,110,Prine Elementary,,CLEAR,PARK,,26.3,13.6,8.28,27.15,32,0.25,15.5,Cigarette Butts,Gulf Shrimp,21,5,
295,1,Coquina Bayside,27.448247,-82.68879,10/29/14,12:30:00 PM,110,Prine Elementary,,PARTLY CLOUDY,PARK,,26.36,14.25,8.22,27,35,0.25,1.5,Cigarette Butts,Rope Tunicate,15,6,
296,1,Coquina Bayside,27.448247,-82.68879,10/29/14,12:06:00 PM,110,Prine Elementary,,PARTLY CLOUDY,PARK,,26.73,14.58,8.22,27.1,34,0.25,2.5,Cigarette Butts,Blue Crab,16,6,
297,1,Coquina Bayside,27.448247,-82.68879,10/30/14,12:05:00 PM,102,Bashaw Elementary,,PARTLY CLOUDY,PARK,,26.1,12.6,8.05,25.8,33,0.25,6.5,Plastic,Rope Tunicate,17,,
298,1,Coquina Bayside,27.448247,-82.68879,10/30/14,12:20:00 PM,102,Bashaw Elementary,,PARTLY CLOUDY,PARK,,26.28,11.95,7.98,26.8,33,0.25,3,Cigarette Butts,Gulf Shrimp,17,,
299,3,Fort De Soto East Beach,27.624233,-82.707601,11/3/14,11:30:00 AM,124,Discovery Academy of Science,,CLEAR,PARK,,19.25,9.18,,19.95,34,,2,Cigarette Butts,Gulf Shrimp,15,9,
300,3,Fort De Soto East Beach,27.624233,-82.707601,11/3/14,11:45:00 AM,124,Discovery Academy of Science,,CLEAR,PARK,,19.4,9.8,,21.15,32,,3,Plastic,Gulf Shrimp,8,,
301,1,Coquina Bayside,27.448247,-82.68879,11/4/14,12:06:00 PM,106,Braden River Elementary,,PARTLY CLOUDY,PARK,,21.6,8.77,7.89,22.49,38,0.25,5.5,Cigarette Butts,Rope Tunicate,14,12,
302,1,Coquina Bayside,27.448247,-82.68879,11/4/14,11:45:00 AM,106,Braden River Elementary,,PARTLY CLOUDY,PARK,,21.5,8.76,7.89,23.8,34,0.25,11,Styrofoam,Gulf Shrimp,19,12,
303,1,Coquina Bayside,27.448247,-82.68879,11/6/14,12:35:00 PM,111,Stewart Elementary,,PARTLY CLOUDY,PARK,,24.08,11.86,7.98,26.3,36,0.25,4,Plastic,Gulf Shrimp,20,12,
304,1,Coquina Bayside,27.448247,-82.68879,11/6/14,12:10:00 PM,111,Stewart Elementary,,PARTLY CLOUDY,PARK,,23.41,7.7,8.04,25.61,35,0.25,3.5,Cigarette Butts,Rope Tunicate,17,12,
305,1,Coquina Bayside,27.448247,-82.68879,11/12/14,11:50:00 AM,113,Anna Maria Elementary,,PARTLY CLOUDY,PARK,,22.05,15.37,8.31,21.03,32,0,4.5,Cigarette Butts,Gulf Shrimp,13,8,
306,1,Coquina Bayside,27.448247,-82.68879,11/12/14,12:30:00 PM,113,Anna Maria Elementary,,CLEAR,PARK,,21.36,14.85,8.32,21.7,31,0,11,Plastic,Gulf Shrimp,20,8,
307,1,Coquina Bayside,27.448247,-82.68879,11/14/14,12:00:00 PM,5003,Lakeview Fundamental Elementary School,,CLEAR,PARK,,19.85,9.84,7.82,18.7,31,0.5,3,Plastic,Gulf Shrimp,16,5,
308,1,Coquina Bayside,27.448247,-82.68879,11/14/14,12:15:00 PM,5003,Lakeview Fundamental Elementary School,,CLEAR,PARK,,20.68,9.72,7.91,19.62,31,0.5,4.5,Cigarette Butts,Gulf Shrimp,16,5,
309,1,Coquina Bayside,27.448247,-82.68879,11/17/14,11:55:00 AM,114,Bayshore Elementary,,RAIN,PARK,,22.87,9.29,7,23.74,36,0.25,9,Cigarette Butts,Gulf Shrimp,8,13,
310,1,Coquina Bayside,27.448247,-82.68879,11/17/14,12:40:00 PM,114,Bayshore Elementary,,RAIN,PARK,,22.32,9.54,7.77,22.64,36,0.25,7,Plastic,Gulf Shrimp,11,13,
311,1,Coquina Bayside,27.448247,-82.68879,11/18/14,11:40:00 AM,114,Bayshore Elementary,,CLOUDY,PARK,,13.6,10.18,7.8,11.83,32,0.5,1.5,Plastic,Gulf Shrimp,12,10,
312,1,Coquina Bayside,27.448247,-82.68879,11/20/14,12:15:00 PM,116,Wakeland Elementary,,PARTLY CLOUDY,PARK,,15.65,11,8.13,15.69,31,0.25,2.4,Cigarette Butts,Blue Crab,12,12,
313,1,Coquina Bayside,27.448247,-82.68879,11/20/14,12:45:00 PM,116,Wakeland Elementary,,PARTLY CLOUDY,PARK,,14.66,10.8,8.04,14.82,28,2.5,10.5,Cigarette Butts,,,12,
314,1,Coquina Bayside,27.448247,-82.68879,12/2/14,12:06:00 PM,132,Kinnan Elementary,,PARTLY CLOUDY,PARK,,19.73,9.07,7.82,23.53,32,0.25,3.5,Cigarette Butts,Gulf Shrimp,11,14,
315,1,Coquina Bayside,27.448247,-82.68879,12/2/14,12:45:00 PM,132,Kinnan Elementary,,PARTLY CLOUDY,PARK,,20.94,8.8,7.8,23.14,32,0.5,20,Glass,Gulf Shrimp,15,14,
316,1,Coquina Bayside,27.448247,-82.68879,12/3/14,12:10:00 PM,132,Kinnan Elementary,,PARTLY CLOUDY,PARK,,21.86,8.92,7.79,22.83,31,0.25,3.5,Cigarette Butts,,11,10,
317,1,Coquina Bayside,27.448247,-82.68879,12/3/14,12:45:00 PM,132,Kinnan Elementary,,PARTLY CLOUDY,PARK,,22,8.58,7.73,23.6,32,0.5,5,Plastic,,12,10,
318,1,Coquina Bayside,27.448247,-82.68879,12/4/14,12:00:00 PM,456,Manatee Charter School,,PARTLY CLOUDY,PARK,,22.05,9.44,7.96,24.33,32,0.25,5.5,Cigarette Butts,Blue Crab,15,8,
319,1,Coquina Bayside,27.448247,-82.68879,12/4/14,12:45:00 PM,456,Manatee Charter School,,PARTLY CLOUDY,PARK,,22.17,9.44,7.8,23.88,31,0.25,1.5,Cigarette Butts,Gulf Shrimp,9,8,
320,1,Coquina Bayside,27.448247,-82.68879,12/5/14,12:05:00 PM,456,Manatee Charter School,,PARTLY CLOUDY,PARK,,23,8.7,7.63,23.75,32,0.25,4.5,Cigarette Butts,Rope Tunicate,9,12,
321,1,Coquina Bayside,27.448247,-82.68879,12/8/14,12:15:00 PM,117,Willis Elementary,,CLOUDY,PARK,,19.05,9.68,7.88,18.16,31,0.25,6,Plastic,Purple Pass Crab,12,8,
322,1,Coquina Bayside,27.448247,-82.68879,12/8/14,12:45:00 PM,117,Willis Elementary,,CLOUDY,PARK,,18.66,9.74,7.86,18.4,31.5,0.25,2.5,Cigarette Butts,Blue Crab,10,8,
323,1,Coquina Bayside,27.448247,-82.68879,12/9/14,12:30:00 PM,117,Willis Elementary,,PARTLY CLOUDY,PARK,,16.71,11.4,7.95,15.85,30,0,,,,,14,N
324,1,Coquina Bayside,27.448247,-82.68879,12/9/14,12:45:00 PM,117,Willis Elementary,,PARTLY CLOUDY,PARK,,16.3,11.45,7.94,16.62,30,0,2.5,Plastic,Silverside,14,14,N
325,1,Coquina Bayside,27.448247,-82.68879,12/12/14,12:15:00 PM,118,Abel Elementary School,,CLOUDY,PARK,,15.02,11.16,7.98,14.34,29,0,4,Cigarette Butts,Crab Barnacles,16,6,
326,1,Coquina Bayside,27.448247,-82.68879,12/12/14,12:40:00 PM,118,Abel Elementary School,,CLOUDY,PARK,,14.6,10.32,7.96,14.1,29,0.5,4.5,Cigarette Butts,,,6,
327,3,Fort De Soto East Beach,27.624233,-82.707601,12/15/14,12:05:00 PM,39,Eisenhower Elementary,,CLEAR,PARK,,19.31,25.07,7.66,24.08,30,0,7.5,Cigarette Butts,Brokeback Shrimp,15,0,
328,3,Fort De Soto East Beach,27.624233,-82.707601,12/15/14,12:20:00 PM,39,Eisenhower Elementary,,CLEAR,PARK,,21.4,25.07,7.96,22,32,0,3.5,Cigarette Butts,Arrow Shrimp,17,0,
329,3,Fort De Soto East Beach,27.624233,-82.707601,12/16/14,12:30:00 PM,39,Eisenhower Elementary,,CLEAR,PARK,,20.51,9,7.66,26.81,32,0,2,Cigarette Butts,Comb Jelly,15,8,SSW
330,3,Fort De Soto East Beach,27.624233,-82.707601,12/16/14,11:23:00 AM,39,Eisenhower Elementary,,CLEAR,PARK,,19.79,26.66,7.68,21.4,30,0,4.5,Cigarette Butts,Comb Jelly,15,8,
331,1,Coquina Bayside,27.448247,-82.68879,12/18/14,12:35:00 PM,119,Daughtery Elementary,,CLEAR,PARK,,17.8,10.19,7.91,17.8,33,0.25,3.5,Cigarette Butts,Atlantic Silverside,17,10,
332,1,Coquina Bayside,27.448247,-82.68879,12/18/14,12:15:00 PM,119,Daughtery Elementary,,CLEAR,PARK,,18.29,10.25,7.87,19.28,34,0.25,5.5,Cigarette Butts,Rope Tunicate,16,10,W
333,1,Coquina Bayside,27.448247,-82.68879,12/19/14,12:35:00 PM,119,Daughtery Elementary,,CLEAR,PARK,,19.5,10,7.84,20.23,33,0.25,7.5,Cigarette Butts,Blue Crab,21,9,
334,1,Coquina Bayside,27.448247,-82.68879,12/19/14,12:15:00 PM,119,Daughtery Elementary,,CLEAR,PARK,,19.41,10.32,7.86,20.76,32,0.25,4.5,Cigarette Butts,,,9,
335,1,Coquina Bayside,27.448247,-82.68879,1/21/15,12:09:00 PM,143,Mills Elementary,,CLEAR,PARK,,20.8,8.76,8.81,23.4,37.1,0,7,Cigarette Butts,Pinfish,9,12,
336,1,Coquina Bayside,27.448247,-82.68879,1/21/15,12:45:00 PM,143,Mills Elementary,,CLEAR,PARK,,20.1,8.87,8.7,23.3,39,0,2.5,Cigarette Butts,Pinfish,12,12,
337,1,Coquina Bayside,27.448247,-82.68879,1/22/15,12:11:00 PM,143,Mills Elementary,,CLEAR,PARK,,22.7,8.46,8.76,24.6,34.7,0.5,7,Cigarette Butts,Pinfish,11,7,
338,1,Coquina Bayside,27.448247,-82.68879,1/22/15,12:40:00 PM,143,Mills Elementary,,CLEAR,PARK,,22.8,8.43,8.5,24.8,37.1,0.5,3.5,Cigarette Butts,Atlantic Silverside,9,7,
339,1,Coquina Bayside,27.448247,-82.68879,1/26/15,12:03:00 PM,160,Palma Sola Elementary,,PARTLY CLOUDY,PARK,,18.3,9.19,8.77,19.7,39.8,72.7,6.5,Cigarette Butts,Pinfish,10,15,
340,1,Coquina Bayside,27.448247,-82.68879,1/26/15,12:45:00 PM,118,Abel Elementary School,,PARTLY CLOUDY,PARK,,18.1,9.23,8.1,18.8,39.7,71.6,5,Cigarette Butts,Pinfish,17,15,
341,1,Coquina Bayside,27.448247,-82.68879,1/27/15,12:39:00 PM,160,Palma Sola Elementary,,CLEAR,PARK,,17.7,9.33,8.2,17.9,35,69.5,4.5,Cigarette Butts,Pinfish,17,14,
342,1,Coquina Bayside,27.448247,-82.68879,1/27/15,12:10:00 PM,160,Palma Sola Elementary,,CLEAR,PARK,,18.8,9.12,8.94,17.9,35.7,70.1,5,Cigarette Butts,Pinfish,15,14,
343,1,Coquina Bayside,27.448247,-82.68879,1/29/15,1:00:00 PM,120,Witt Elementary,,CLEAR,PARK,,17.6,9.35,8.04,20.3,35,74.4,4.5,Cigarette Butts,Pinfish,21,,
344,1,Coquina Bayside,27.448247,-82.68879,1/29/15,12:10:00 PM,120,Witt Elementary,,CLEAR,PARK,,17.3,9.42,8.82,20.9,32,71.2,2.5,Cigarette Butts,Pinfish,16,,
345,1,Coquina Bayside,27.448247,-82.68879,1/30/15,12:40:00 PM,120,Witt Elementary,,CLEAR,PARK,,19.7,8.97,8.35,19.9,33,72.4,2.5,Cigarette Butts,Pinfish,14,7,SW
346,1,Coquina Bayside,27.448247,-82.68879,1/30/15,12:10:00 PM,120,Witt Elementary,,CLEAR,PARK,,19.7,8.96,8.78,20.3,34,71.2,4.5,Cigarette Butts,Pinfish,13,7,SW
347,1,Coquina Bayside,27.448247,-82.68879,2/2/15,11:55:00 AM,140,Sea Breeze Elementary,,RAIN,PARK,,19.6,8.97,8.67,20.8,35.9,75.2,4,Cigarette Butts,Common Atlantic Marginella,10,4,
348,1,Coquina Bayside,27.448247,-82.68879,2/2/15,12:25:00 PM,140,Sea Breeze Elementary,,RAIN,PARK,,20.1,8.88,8.43,21.6,35.9,75.2,3.5,Cigarette Butts,Blue Crab,14,4,
349,1,Coquina Bayside,27.448247,-82.68879,2/3/15,11:50:00 AM,140,Sea Breeze Elementary,,PARTLY CLOUDY,PARK,,16.09,9.64,8.88,15.07,35,60.04,4,Cigarette Butts,Pinfish,14,4,
350,1,Coquina Bayside,27.448247,-82.68879,2/3/15,12:10:00 PM,140,Sea Breeze Elementary,,PARTLY CLOUDY,PARK,,15.9,9.69,8.1,15.9,34,65.5,5.5,Cigarette Butts,,,4,
351,1,Coquina Bayside,27.448247,-82.68879,2/4/15,12:20:00 PM,143,Mills Elementary,,PARTLY CLOUDY,PARK,,19.5,9,8.5,21.8,34.4,83.8,4,Cigarette Butts,Pinfish,7,5,
352,1,Coquina Bayside,27.448247,-82.68879,2/4/15,12:30:00 PM,143,Mills Elementary,,PARTLY CLOUDY,PARK,,20.1,8.9,8.48,22.4,32.5,84,5.5,Cigarette Butts,Blue Crab,9,5,
353,1,Coquina Bayside,27.448247,-82.68879,2/5/15,12:05:00 PM,135,Tillman Elementary,,RAIN,PARK,,18.1,9.26,8.68,18.1,33,82.9,4.5,Cigarette Butts,Tulip Snail,10,5,
354,1,Coquina Bayside,27.448247,-82.68879,2/5/15,12:20:00 PM,135,Tillman Elementary,,RAIN,PARK,,18,9.28,8.17,17.8,33.1,88.5,1.5,Plastic,Marginallia,10,5,
355,1,Coquina Bayside,27.448247,-82.68879,2/6/15,12:20:00 PM,135,Tillman Elementary,,CLEAR,PARK,,17.8,9.34,8.6,16.4,28.6,86.7,5.5,Cigarette Butts,,,11,
356,1,Coquina Bayside,27.448247,-82.68879,2/6/15,12:05:00 PM,135,Tillman Elementary,,CLEAR,PARK,,19.3,9.5,8.92,16.6,26.4,85.6,3,Plastic,Tulip Snail,17,11,
357,1,Coquina Bayside,27.448247,-82.68879,2/9/15,11:50:00 AM,137,Tara Elementary,,RAIN,PARK,,17.9,9.29,8.67,17.5,34.5,75.9,,,Pinfish,6,0,
358,1,Coquina Bayside,27.448247,-82.68879,2/10/15,12:05:00 PM,137,Tara Elementary,,CLEAR,PARK,,20.4,8.84,8.4,17.4,34.3,81.4,3.5,Plastic,Pinfish,11,10,NW
359,1,Coquina Bayside,27.448247,-82.68879,2/10/15,12:30:00 PM,137,Tara Elementary,,CLEAR,PARK,,19,9.09,8.45,17.6,34,81.5,2,Cigarette Butts,,15,10,
360,1,Coquina Bayside,27.448247,-82.68879,2/12/15,12:10:00 PM,134,Freedom Elementary,,CLEAR,PARK,,19.2,9.05,8.5,16.6,34.7,82.7,2,Cigarette Butts,Pinfish,11,8,
361,1,Coquina Bayside,27.448247,-82.68879,2/12/15,12:30:00 PM,134,Freedom Elementary,,CLEAR,PARK,,18.5,9.18,8.5,17.6,34.6,88.8,1.5,Cigarette Butts,,18,8,
362,1,Coquina Bayside,27.448247,-82.68879,2/13/15,12:10:00 PM,134,Freedom Elementary,,CLEAR,PARK,,18.5,9.18,7,14.5,35,51.8,7,Cigarette Butts,Pinfish,20,5,
363,1,Coquina Bayside,27.448247,-82.68879,2/13/15,12:40:00 PM,134,Freedom Elementary,,CLEAR,PARK,,16.6,9.53,8.6,13.5,37,53.5,3.5,Cigarette Butts,Pinfish,20,5,
364,4,Myakka River,27.264133,-82.288457,2/17/15,1:15:00 PM,46,Manatee School for the Arts,,CLEAR,PARK,,21.9,8.34,6.3,25.8,0,,,,,3,,
365,4,Myakka River,27.264133,-82.288457,2/17/15,2:00:00 PM,46,Manatee School for the Arts,,CLOUDY,PARK,,23.1,8.46,5.98,25.1,1,,,,,,15,
366,4,Myakka River,27.264133,-82.288457,2/18/15,1:54:00 PM,46,Manatee School for the Arts,,CLEAR,PARK,,17.2,9.15,6,16.1,0,0.5 ppm,,,,,8,NW
367,4,Myakka River,27.264133,-82.288457,2/18/15,1:15:00 PM,46,Manatee School for the Arts,,CLEAR,PARK,,18.6,9.16,6.3,16.1,0,,,,,,8,
368,1,Coquina Bayside,27.448247,-82.68879,2/19/15,12:05:00 PM,133,Miller Elementary,,PARTLY CLOUDY,PARK,,14.5,9.99,7.65,15.8,32.1,,2.75,Cigarette Butts,Pinfish,11,14,
369,1,Coquina Bayside,27.448247,-82.68879,2/19/15,12:50:00 PM,118,Abel Elementary School,,PARTLY CLOUDY,PARK,,15.2,9.83,7.27,14.5,35.1,,1.5,Cigarette Butts,,,14,
370,1,Coquina Bayside,27.448247,-82.68879,2/20/15,12:10:00 PM,133,Miller Elementary,,CLEAR,PARK,,17.2,9.43,7.4,15.9,33.5,70.1,3,Plastic,Pinfish,16,8,
371,1,Coquina Bayside,27.448247,-82.68879,2/20/15,12:40:00 PM,133,Miller Elementary,,CLEAR,PARK,,19.4,9.01,6.75,20.2,35.9,70.9,4,Cigarette Butts,,,8,
372,1,Coquina Bayside,27.448247,-82.68879,2/23/15,12:45:00 PM,139,Myakka City Elementary,,CLOUDY,PARK,,21.6,8.64,7.25,21.1,34.7,60,5.5,Glass,Tulip Snail,16,,
373,1,Coquina Bayside,27.448247,-82.68879,2/23/15,12:16:00 PM,139,Myakka City Elementary,,CLOUDY,PARK,,21.7,8.62,7.64,23,34.6,84.5,2.75,Cigarette Butts,Tongue Fish,21,,
374,1,Coquina Bayside,27.448247,-82.68879,2/24/15,12:35:00 PM,161,Rogers Garden Elementary,,CLOUDY,PARK,,19.4,9.01,7.92,19.3,36,50.5,1.5,Cigarette Butts,Tulip Snail,16,,
375,2,Fort De Soto North Beach,27.635809,-82.738715,2/27/15,12:25:00 PM,15,Terrace Community Middle School,,CLOUDY,PARK,,18.3,9.28,7.62,16,22.3,71.5,5,Plastic,Florida Crown Conch,15,6,E
376,3,Fort De Soto East Beach,27.624233,-82.707601,3/11/15,2:05:00 PM,456,Donna Klein Jewish Academy,,CLEAR,PARK,,25.2,8.08,6.84,27.8,33,81.5,6,Plastic,Pinfish,11,,
377,3,Fort De Soto East Beach,27.624233,-82.707601,3/11/15,2:39:00 PM,456,Donna Klein Jewish Academy,,CLEAR,PARK,,25.5,8.04,7.42,26.9,31.9,97.8,4,Plastic,Pinfish,7,,
378,11,Myakka City Elementary,27.351167,-82.161159,3/12/15,9:10:00 AM,139,Myakka City Elementary,,,PARK,,,,,,,,8.75,PLASTIC,,,,
379,12,Freedom Elementary,27.489885,-82.44557,3/16/15,2:00:00 PM,134,Freedom Elementary,,,PARK,,,,,,,,5.5,Candy wrappers/paper,,,,
380,1,Coquina Bayside,27.448247,-82.68879,3/17/15,12:15:00 PM,138,Ballard Elementary,,CLEAR,PARK,,24.8,8.13,7.16,24.8,35,69.9,5.5,Plastic,Pinfish,12,,
381,1,Coquina Bayside,27.448247,-82.68879,3/17/15,11:40:00 AM,138,Ballard Elementary,,CLEAR,PARK,,25.5,8.04,7.9,24.4,31.9,68.4,3.5,Cigarette Butts,Pinfish,11,,
382,2,Fort De Soto North Beach,27.635809,-82.738715,3/18/15,10:30:00 AM,3,WS HAB,,,PARK,,,,,,,,3.5,PLASTIC,Gulf Shrimp,12,,
383,5,Sweetwater Organic Farm,27.999183,-82.560341,3/19/15,12:15:00 PM,51,Foster Elementary,,CLEAR,AGRICULTURAL,,25.1,,6.24,29.2,,6.73,,,,,,
384,1,Coquina Bayside,27.448247,-82.68879,3/20/15,12:30:00 PM,130,Gullett Elementary,,CLEAR,PARK,,24.9,8.1,7.62,25.1,38,59,2,Cigarette Butts,Pinfish,14,,
385,1,Coquina Bayside,27.448247,-82.68879,3/20/15,12:02:00 PM,130,Gullett Elementary,,CLEAR,PARK,,25.3,8.05,8.01,26.1,37.4,72.4,1,Cigarette Butts,Pinfish,9,,
386,1,Coquina Bayside,27.448247,-82.68879,3/24/15,12:00:00 PM,130,Gullett Elementary,,CLEAR,PARK,,23,8.41,7.84,23,34.3,81.6,1,Cigarette Butts,Pinfish,10,,
387,1,Coquina Bayside,27.448247,-82.68879,3/24/15,12:45:00 PM,130,Gullett Elementary,,CLEAR,PARK,,22.7,8.45,7.83,23.9,35.8,71.7,3.5,Cigarette Butts,Pinfish,15,,
388,1,Coquina Bayside,27.448247,-82.68879,3/25/15,12:06:00 PM,141,Manatee Elementary,,CLOUDY,PARK,,25.3,8.08,7.86,24.6,29.9,51.6,3.75,Cigarette Butts,Pinfish,12,,
389,1,Coquina Bayside,27.448247,-82.68879,3/25/15,12:42:00 PM,141,Manatee Elementary,,CLEAR,PARK,,25,8.11,7.75,24.5,33.4,56.6,1,Cigarette Butts,Pinfish,19,,
390,3,Fort De Soto East Beach,27.624233,-82.707601,3/26/15,12:30:00 PM,4,WS SIM,,PARTLY CLOUDY,PARK,,,,,20,,,,,Pinfish,12,15,SW
391,3,Fort De Soto East Beach,27.624233,-82.707601,3/29/15,11:01:00 AM,3,WS HAB,,CLEAR,PARK,,,,,22,,,6.5,Plastic,Pinfish,17,6,SE
392,3,Fort De Soto East Beach,27.624233,-82.707601,3/31/15,1:30:00 PM,4,WS SIM,,CLEAR,PARK,,,,,24,,,1.5,Cigarette Butts,,15,12,NW
393,3,Fort De Soto East Beach,27.624233,-82.707601,4/2/15,10:43:00 AM,27,Durant High School,,CLEAR,PARK,,23.7,8.32,7.59,23.6,29.8,,3,Cigarette Butts,Pinfish,17,0,
394,3,Fort De Soto East Beach,27.624233,-82.707601,4/2/15,11:30:00 AM,27,Durant High School,,CLEAR,PARK,,24.4,8.27,7.73,26.4,30.5,,2,Cigarette Butts,Slipper Shell,23,0,
395,2,Fort De Soto North Beach,27.635809,-82.738715,4/6/15,11:55:00 AM,9,New Heights Elementary,,CLEAR,PARK,,26.7,7.9,7.79,27.2,25.7,65.5,15.25,Plastic,Pinfish,12,5,E
396,2,Fort De Soto North Beach,27.635809,-82.738715,4/6/15,12:30:00 PM,9,New Heights Elementary,,CLEAR,PARK,,26.8,7.88,7.86,28.2,25.8,57.9,3.5,Cigarette Butts,Pinfish,11,5,E
397,2,Fort De Soto North Beach,27.635809,-82.738715,4/7/15,11:55:00 AM,9,New Heights Elementary,,CLEAR,PARK,,27.9,7.73,7.92,27.7,26,42.8,3.75,Cigarette Butts,Pinfish,8,10,E
398,2,Fort De Soto North Beach,27.635809,-82.738715,4/7/15,12:45:00 PM,9,New Heights Elementary,,CLEAR,PARK,,27.6,7.75,8.14,27.7,30.3,51,3,Cigarette Butts,Pinfish,11,10,E
399,2,Fort De Soto North Beach,27.635809,-82.738715,4/8/15,11:45:00 PM,3,WS HAB,,CLEAR,PARK,,30,7.45,7.4,29.7,27,65.6,2,Cigarette Butts,Gulf Shrimp,18,8,E
400,4,Myakka River,27.264133,-82.288457,4/9/15,12:30:00 PM,11,The King's Academy,,CLEAR,PARK,,29.5,7.56,6.8,28.8,0,,,,,,,
401,4,Myakka River,27.264133,-82.288457,4/9/15,2:57:00 PM,11,The King's Academy,,CLEAR,PARK,,27.3,7.65,6.37,31.9,0,,,,,,,
402,2,Fort De Soto North Beach,27.635809,-82.738715,4/10/15,1:13:00 PM,11,The King's Academy,,CLEAR,PARK,,29.7,7.5,7.99,28.4,23.7,7.94,3.25,Cigarette Butts,Pinfish,15,,
403,2,Fort De Soto North Beach,27.635809,-82.738715,4/10/15,2:20:00 PM,11,The King's Academy,,CLEAR,PARK,,29.1,7.56,7.94,28.9,28.9,82,4,Plastic,,14,12,E
404,4,Myakka River,27.264133,-82.288457,4/15/15,12:15:00 PM,129,Rowlett Elementary,,CLEAR,PARK,,29.2,7.71,6.33,32,0,,,,,,,
405,4,Myakka River,27.264133,-82.288457,4/16/15,12:15:00 PM,129,Rowlett Elementary,,PARTLY CLOUDY,PARK,,29.5,6.75,6.46,29.6,0.02,,,,,,0,
406,4,Myakka River,27.264133,-82.288457,4/16/15,12:30:00 PM,129,Rowlett Elementary,,PARTLY CLOUDY,PARK,,29.5,7.02,,30.3,0,0.5,,,,,0,
407,2,Fort De Soto North Beach,27.635809,-82.738715,4/20/15,4:12:00 PM,14,Montgomery,,CLOUDY,PARK,,,,,,,,1.5,Plastic,Pinfish,9,,
408,13,Ballard Elementary School,27.491308,-82.580819,4/22/15,9:00:00 AM,138,Ballard Elementary,,,,,,,,,,,4,PLASTIC,,,,N
